First Name,Last Name,Student ID,Email,Access Groups,lastUpdated
Test,User120,110520,test.user120@example.com,Middle School,2025-02-01T03:33:39
Test,User121,747020,test.user121@example.com,,2025-02-01T03:33:39
Test,User122,193208,test.user122@example.com,,2025-02-01T03:33:39
Test,User123,774603,test.user123@example.com,High School;Elementary School;Middle School,2025-02-01T03:33:39
Test,User124,253988,test.user124@example.com,High School;Middle School;Elementary School,2025-02-01T03:33:39
Test,User125,290909,test.user125@example.com,Middle School;Elementary School;High School,2025-02-01T03:33:39
Test,User126,803066,test.user126@example.com,Middle School,2025-02-01T03:33:39
Test,User127,889951,test.user127@example.com,,2025-02-01T03:33:39
Test,User128,695204,test.user128@example.com,High School;Middle School,2025-02-01T03:33:39
Test,User129,206219,test.user129@example.com,High School;Elementary School;Middle School,2025-02-01T03:33:39
Test,User130,527996,test.user130@example.com,Elementary School;Middle School;High School,2025-02-01T03:33:39
Test,User131,837648,test.user131@example.com,Middle School,2025-02-01T03:33:39
Test,User132,233908,test.user132@example.com,,2025-02-01T03:33:39
Test,User133,209362,test.user133@example.com,,2025-02-01T03:33:39
Test,User134,924132,test.user134@example.com,High School,2025-02-01T03:33:39
Test,User135,578327,test.user135@example.com,High School;Elementary School;Middle School,2025-02-01T03:33:39
Test,User136,195207,test.user136@example.com,High School;Middle School,2025-02-01T03:33:39
Test,User137,237180,test.user137@example.com,Elementary School,2025-02-01T03:33:39
Test,User138,817299,test.user138@example.com,Elementary School;High School,2025-02-01T03:33:39
Test,User139,529259,test.user139@example.com,,2025-02-01T03:33:39
Test,User140,705374,test.user140@example.com,Elementary School;Middle School,2025-02-01T03:33:39
Test,User141,786629,test.user141@example.com,Elementary School,2025-02-01T03:33:39
Test,User142,733715,test.user142@example.com,Middle School;Elementary School;High School,2025-02-01T03:33:39
Test,User143,667768,test.user143@example.com,High School,2025-02-01T03:33:39
Test,User144,126005,test.user144@example.com,High School;Middle School;Elementary School,2025-02-01T03:33:39
Test,User145,690626,test.user145@example.com,High School;Elementary School,2025-02-01T03:33:39
Test,User146,517796,test.user146@example.com,,2025-02-01T03:33:39
Test,User147,718979,test.user147@example.com,,2025-02-01T03:33:39
Test,User148,189547,test.user148@example.com,Elementary School;High School,2025-02-01T03:33:39
Test,User149,430398,test.user149@example.com,Elementary School;Middle School,2025-02-01T03:33:39
Test,User150,248803,test.user150@example.com,,2025-02-01T03:33:39
Test,User151,773520,test.user151@example.com,High School,2025-02-01T03:33:39
Test,User152,243562,test.user152@example.com,Middle School;Elementary School;High School,2025-02-01T03:33:39
Test,User153,406748,test.user153@example.com,Middle School,2025-02-01T03:33:39
Test,User154,834542,test.user154@example.com,High School;Middle School;Elementary School,2025-02-01T03:33:39
Test,User155,541412,test.user155@example.com,Middle School,2025-02-01T03:33:39
Test,User156,831771,test.user156@example.com,,2025-02-01T03:33:39
Test,User157,866101,test.user157@example.com,Elementary School;High School;Middle School,2025-02-01T03:33:39
Test,User158,161986,test.user158@example.com,Elementary School;Middle School;High School,2025-02-01T03:33:39
Test,User159,526121,test.user159@example.com,,2025-02-01T03:33:39
Test,User160,377303,test.user160@example.com,Elementary School;Middle School,2025-02-01T03:33:39
Test,User161,559945,test.user161@example.com,Elementary School;Middle School,2025-02-01T03:33:39
Test,User162,787662,test.user162@example.com,,2025-02-01T03:33:39
Test,User163,604538,test.user163@example.com,Elementary School,2025-02-01T03:33:39
Test,User164,281500,test.user164@example.com,,2025-02-01T03:33:39
Test,User165,779022,test.user165@example.com,Middle School,2025-02-01T03:33:39
Test,User166,978893,test.user166@example.com,High School;Middle School,2025-02-01T03:33:39
Test,User167,588678,test.user167@example.com,Middle School;Elementary School;High School,2025-02-01T03:33:39
Test,User168,433817,test.user168@example.com,Elementary School;Middle School,2025-02-01T03:33:39
Test,User169,234757,test.user169@example.com,Elementary School;High School;Middle School,2025-02-01T03:33:39
Test,User170,263918,test.user170@example.com,Middle School,2025-02-01T03:33:39
Test,User171,930245,test.user171@example.com,,2025-02-01T03:33:39
Test,User172,864684,test.user172@example.com,High School,2025-02-01T03:33:39
Test,User173,288609,test.user173@example.com,Middle School;High School,2025-02-01T03:33:39
Test,User174,847486,test.user174@example.com,,2025-02-01T03:33:39
Test,User175,725264,test.user175@example.com,Middle School;High School;Elementary School,2025-02-01T03:33:39
Test,User176,503264,test.user176@example.com,Middle School,2025-02-01T03:33:39
Test,User177,621368,test.user177@example.com,Middle School,2025-02-01T03:33:39
Test,User178,321424,test.user178@example.com,,2025-02-01T03:33:39
Test,User179,495538,test.user179@example.com,,2025-02-01T03:33:39
Test,User180,410588,test.user180@example.com,High School;Middle School;Elementary School,2025-02-01T03:33:39
Test,User181,729554,test.user181@example.com,Middle School,2025-02-01T03:33:39
Test,User182,708439,test.user182@example.com,Elementary School;High School;Middle School,2025-02-01T03:33:39
Test,User183,588660,test.user183@example.com,High School;Elementary School;Middle School,2025-02-01T03:33:39
Test,User184,252649,test.user184@example.com,Middle School;High School;Elementary School,2025-02-01T03:33:39
Test,User185,816710,test.user185@example.com,,2025-02-01T03:33:39
Test,User186,482917,test.user186@example.com,High School,2025-02-01T03:33:39
Test,User187,506897,test.user187@example.com,Middle School;High School;Elementary School,2025-02-01T03:33:39
Test,User188,267295,test.user188@example.com,,2025-02-01T03:33:39
Test,User189,351082,test.user189@example.com,High School;Middle School,2025-02-01T03:33:39
Test,User190,127343,test.user190@example.com,,2025-02-01T03:33:39
Test,User191,944297,test.user191@example.com,High School;Elementary School,2025-02-01T03:33:39
Test,User192,607478,test.user192@example.com,Elementary School;Middle School,2025-02-01T03:33:39
Test,User193,499269,test.user193@example.com,,2025-02-01T03:33:39
Test,User194,322853,test.user194@example.com,Middle School;Elementary School,2025-02-01T03:33:39
Test,User195,726049,test.user195@example.com,,2025-02-01T03:33:39
Test,User196,677654,test.user196@example.com,,2025-02-01T03:33:39
Test,User197,478279,test.user197@example.com,,2025-02-01T03:33:39
Test,User198,474673,test.user198@example.com,High School;Middle School;Elementary School,2025-02-01T03:33:39
Test,User199,711275,test.user199@example.com,High School,2025-02-01T03:33:39
Test,User200,437677,test.user200@example.com,Elementary School;High School;Middle School,2025-02-01T03:33:39
Test,User201,428079,test.user201@example.com,High School;Middle School;Elementary School,2025-02-01T03:33:39
Test,User202,313253,test.user202@example.com,,2025-02-01T03:33:39
Test,User203,867144,test.user203@example.com,Elementary School;High School,2025-02-01T03:33:39
Test,User204,270345,test.user204@example.com,Elementary School,2025-02-01T03:33:39
Test,User205,670268,test.user205@example.com,Elementary School,2025-02-01T03:33:39
Test,User206,322905,test.user206@example.com,Elementary School;Middle School;High School,2025-02-01T03:33:39
Test,User207,365089,test.user207@example.com,High School;Elementary School;Middle School,2025-02-01T03:33:39
Test,User208,552215,test.user208@example.com,,2025-02-01T03:33:39
Test,User209,263714,test.user209@example.com,Elementary School;Middle School;High School,2025-02-01T03:33:39
Test,User210,554730,test.user210@example.com,,2025-02-01T03:33:39
Test,User211,675428,test.user211@example.com,Elementary School,2025-02-01T03:33:39
Test,User212,946693,test.user212@example.com,Elementary School,2025-02-01T03:33:39
Test,User213,334696,test.user213@example.com,High School;Middle School,2025-02-01T03:33:39
Test,User214,920848,test.user214@example.com,,2025-02-01T03:33:39
Test,User215,542937,test.user215@example.com,,2025-02-01T03:33:39
Test,User216,474857,test.user216@example.com,,2025-02-01T03:33:39
Test,User217,591237,test.user217@example.com,High School,2025-02-01T03:33:39
Test,User218,206117,test.user218@example.com,High School;Elementary School;Middle School,2025-02-01T03:33:39
Test,User219,178174,test.user219@example.com,High School;Middle School,2025-02-01T03:33:39
Test,User220,975196,test.user220@example.com,,2025-02-01T03:33:39
Test,User221,306179,test.user221@example.com,Elementary School,2025-02-01T03:33:39
Test,User222,345446,test.user222@example.com,,2025-02-01T03:33:39
Test,User223,465926,test.user223@example.com,High School,2025-02-01T03:33:39
Test,User224,954186,test.user224@example.com,High School;Elementary School,2025-02-01T03:33:39
Test,User225,241756,test.user225@example.com,Middle School;Elementary School;High School,2025-02-01T03:33:39
Test,User226,176454,test.user226@example.com,Middle School;High School;Elementary School,2025-02-01T03:33:39
Test,User227,617984,test.user227@example.com,Middle School,2025-02-01T03:33:39
Test,User228,771853,test.user228@example.com,High School;Middle School,2025-02-01T03:33:39
Test,User229,471165,test.user229@example.com,High School;Elementary School;Middle School,2025-02-01T03:33:39
Test,User230,946195,test.user230@example.com,Elementary School,2025-02-01T03:33:39
Test,User231,449572,test.user231@example.com,Elementary School,2025-02-01T03:33:39
Test,User232,331722,test.user232@example.com,Middle School,2025-02-01T03:33:39
Test,User233,358283,test.user233@example.com,Middle School;Elementary School,2025-02-01T03:33:39
Test,User234,166244,test.user234@example.com,High School;Middle School,2025-02-01T03:33:39
Test,User235,740081,test.user235@example.com,High School;Middle School;Elementary School,2025-02-01T03:33:39
Test,User236,190621,test.user236@example.com,Elementary School,2025-02-01T03:33:39
Test,User237,775332,test.user237@example.com,Middle School;High School,2025-02-01T03:33:39
Test,User238,551696,test.user238@example.com,Elementary School,2025-02-01T03:33:39
Test,User239,751741,test.user239@example.com,Elementary School;Middle School;High School,2025-02-01T03:33:39
Test,User240,272562,test.user240@example.com,,2025-02-01T03:33:39
Test,User241,598671,test.user241@example.com,High School,2025-02-01T03:33:39
Test,User242,365899,test.user242@example.com,High School;Elementary School,2025-02-01T03:33:39
Test,User243,369479,test.user243@example.com,Middle School;High School;Elementary School,2025-02-01T03:33:39
Test,User244,921901,test.user244@example.com,High School,2025-02-01T03:33:39
Test,User245,478882,test.user245@example.com,,2025-02-01T03:33:39
Test,User246,368526,test.user246@example.com,,2025-02-01T03:33:39
Test,User247,192292,test.user247@example.com,High School,2025-02-01T03:33:39
Test,User248,878661,test.user248@example.com,Elementary School;High School;Middle School,2025-02-01T03:33:39
Test,User249,832050,test.user249@example.com,,2025-02-01T03:33:39
Test,User250,847459,test.user250@example.com,Middle School,2025-02-01T03:33:39
Test,User251,234932,test.user251@example.com,,2025-02-01T03:33:39
Test,User252,582530,test.user252@example.com,High School;Elementary School;Middle School,2025-02-01T03:33:39
Test,User253,517377,test.user253@example.com,Elementary School,2025-02-01T03:33:39
Test,User254,134019,test.user254@example.com,,2025-02-01T03:33:39
Test,User255,619307,test.user255@example.com,Middle School,2025-02-01T03:33:39
Test,User256,414157,test.user256@example.com,,2025-02-01T03:33:39
Test,User257,532452,test.user257@example.com,Middle School,2025-02-01T03:33:39
Test,User258,850770,test.user258@example.com,Middle School,2025-02-01T03:33:39
Test,User259,257329,test.user259@example.com,Elementary School,2025-02-01T03:33:39
Test,User260,327972,test.user260@example.com,Elementary School;High School,2025-02-01T03:33:39
Test,User261,757470,test.user261@example.com,Middle School;Elementary School;High School,2025-02-01T03:33:39
Test,User262,586301,test.user262@example.com,Elementary School;High School;Middle School,2025-02-01T03:33:39
Test,User263,124402,test.user263@example.com,Middle School,2025-02-01T03:33:39
Test,User264,124774,test.user264@example.com,High School;Elementary School;Middle School,2025-02-01T03:33:39
Test,User265,794031,test.user265@example.com,Elementary School;Middle School;High School,2025-02-01T03:33:39
Test,User266,159293,test.user266@example.com,,2025-02-01T03:33:39
Test,User267,233555,test.user267@example.com,Elementary School;Middle School;High School,2025-02-01T03:33:39
Test,User268,811975,test.user268@example.com,High School;Middle School,2025-02-01T03:33:39
Test,User269,237163,test.user269@example.com,High School;Middle School,2025-02-01T03:33:39
Test,User270,555725,test.user270@example.com,Middle School,2025-02-01T03:33:39
Test,User271,441911,test.user271@example.com,High School;Middle School,2025-02-01T03:33:39
Test,User272,319582,test.user272@example.com,High School,2025-02-01T03:33:39
Test,User273,797817,test.user273@example.com,Middle School,2025-02-01T03:33:39
Test,User274,536789,test.user274@example.com,Elementary School,2025-02-01T03:33:39
Test,User275,550829,test.user275@example.com,High School;Middle School;Elementary School,2025-02-01T03:33:39
Test,User276,894493,test.user276@example.com,,2025-02-01T03:33:39
Test,User277,491563,test.user277@example.com,High School,2025-02-01T03:33:39
Test,User278,687937,test.user278@example.com,Middle School,2025-02-01T03:33:39
Test,User279,743288,test.user279@example.com,Elementary School;Middle School,2025-02-01T03:33:39
Test,User280,730055,test.user280@example.com,Middle School;High School;Elementary School,2025-02-01T03:33:39
Test,User281,534931,test.user281@example.com,High School;Elementary School;Middle School,2025-02-01T03:33:39
Test,User282,538682,test.user282@example.com,Elementary School;Middle School;High School,2025-02-01T03:33:39
Test,User283,166286,test.user283@example.com,,2025-02-01T03:33:39
Test,User284,324695,test.user284@example.com,,2025-02-01T03:33:39
Test,User285,387796,test.user285@example.com,Elementary School,2025-02-01T03:33:39
Test,User286,105919,test.user286@example.com,Middle School;High School;Elementary School,2025-02-01T03:33:39
Test,User287,885541,test.user287@example.com,,2025-02-01T03:33:39
Test,User288,231293,test.user288@example.com,High School;Middle School;Elementary School,2025-02-01T03:33:39
Test,User289,137179,test.user289@example.com,Middle School;High School,2025-02-01T03:33:39
Test,User290,185983,test.user290@example.com,Elementary School;Middle School;High School,2025-02-01T03:33:39
Test,User291,320920,test.user291@example.com,Elementary School,2025-02-01T03:33:39
Test,User292,486576,test.user292@example.com,High School,2025-02-01T03:33:39
Test,User293,447728,test.user293@example.com,Elementary School,2025-02-01T03:33:39
Test,User294,601260,test.user294@example.com,,2025-02-01T03:33:39
Test,User295,233445,test.user295@example.com,Middle School;Elementary School;High School,2025-02-01T03:33:39
Test,User296,470266,test.user296@example.com,High School;Elementary School,2025-02-01T03:33:39
Test,User297,955761,test.user297@example.com,,2025-02-01T03:33:39
Test,User298,591117,test.user298@example.com,Middle School,2025-02-01T03:33:39
Test,User299,316239,test.user299@example.com,Middle School;Elementary School;High School,2025-02-01T03:33:39
Test,User300,916335,test.user300@example.com,High School;Middle School;Elementary School,2025-02-01T03:33:39
Test,User301,381723,test.user301@example.com,Elementary School,2025-02-01T03:33:39
Test,User302,278539,test.user302@example.com,Middle School;High School;Elementary School,2025-02-01T03:33:39
Test,User303,289065,test.user303@example.com,High School;Middle School,2025-02-01T03:33:39
Test,User304,590649,test.user304@example.com,,2025-02-01T03:33:39
Test,User305,321670,test.user305@example.com,Middle School;Elementary School,2025-02-01T03:33:39
Test,User306,288946,test.user306@example.com,High School;Elementary School,2025-02-01T03:33:39
Test,User307,454225,test.user307@example.com,High School;Middle School,2025-02-01T03:33:39
Test,User308,572249,test.user308@example.com,Middle School;Elementary School;High School,2025-02-01T03:33:39
Test,User309,215847,test.user309@example.com,Elementary School;Middle School,2025-02-01T03:33:39
Test,User310,961752,test.user310@example.com,Middle School;High School;Elementary School,2025-02-01T03:33:39
Test,User311,791358,test.user311@example.com,Middle School,2025-02-01T03:33:39
Test,User312,404537,test.user312@example.com,,2025-02-01T03:33:39
Test,User313,146956,test.user313@example.com,Elementary School,2025-02-01T03:33:39
Test,User314,568414,test.user314@example.com,,2025-02-01T03:33:39
Test,User315,988193,test.user315@example.com,Middle School;Elementary School,2025-02-01T03:33:39
Test,User316,616079,test.user316@example.com,Elementary School;High School;Middle School,2025-02-01T03:33:39
Test,User317,844143,test.user317@example.com,,2025-02-01T03:33:39
Test,User318,923688,test.user318@example.com,,2025-02-01T03:33:39
Test,User319,698838,test.user319@example.com,High School;Elementary School,2025-02-01T03:33:39
Test,User320,958256,test.user320@example.com,Elementary School;Middle School;High School,2025-02-01T03:33:39
Test,User321,985542,test.user321@example.com,,2025-02-01T03:33:39
Test,User322,804141,test.user322@example.com,Elementary School;Middle School;High School,2025-02-01T03:33:39
Test,User323,800309,test.user323@example.com,Elementary School;Middle School,2025-02-01T03:33:39
Test,User324,811683,test.user324@example.com,,2025-02-01T03:33:39
Test,User325,192888,test.user325@example.com,Middle School,2025-02-01T03:33:39
Test,User326,369424,test.user326@example.com,Elementary School,2025-02-01T03:33:39
Test,User327,497218,test.user327@example.com,Middle School;Elementary School,2025-02-01T03:33:39
Test,User328,816071,test.user328@example.com,Elementary School;Middle School;High School,2025-02-01T03:33:39
Test,User329,874957,test.user329@example.com,High School;Middle School,2025-02-01T03:33:39
Test,User330,338690,test.user330@example.com,High School;Middle School;Elementary School,2025-02-01T03:33:39
Test,User331,905188,test.user331@example.com,High School,2025-02-01T03:33:39
Test,User332,819936,test.user332@example.com,Elementary School;High School;Middle School,2025-02-01T03:33:39
Test,User333,965618,test.user333@example.com,,2025-02-01T03:33:39
Test,User334,602862,test.user334@example.com,Middle School;Elementary School,2025-02-01T03:33:39
Test,User335,762130,test.user335@example.com,Elementary School,2025-02-01T03:33:39
Test,User336,784401,test.user336@example.com,High School;Middle School,2025-02-01T03:33:39
Test,User337,440172,test.user337@example.com,Elementary School;Middle School,2025-02-01T03:33:39
Test,User338,265556,test.user338@example.com,High School,2025-02-01T03:33:39
Test,User339,578839,test.user339@example.com,High School;Elementary School;Middle School,2025-02-01T03:33:39
Test,User340,659038,test.user340@example.com,,2025-02-01T03:33:39
Test,User341,788612,test.user341@example.com,,2025-02-01T03:33:39
Test,User342,619333,test.user342@example.com,High School;Middle School,2025-02-01T03:33:39
Test,User343,829687,test.user343@example.com,,2025-02-01T03:33:39
Test,User344,921742,test.user344@example.com,Middle School;High School;Elementary School,2025-02-01T03:33:39
Test,User345,439899,test.user345@example.com,Elementary School;High School;Middle School,2025-02-01T03:33:39
Test,User346,421179,test.user346@example.com,,2025-02-01T03:33:39
Test,User347,150733,test.user347@example.com,Middle School;Elementary School;High School,2025-02-01T03:33:39
Test,User348,517918,test.user348@example.com,High School;Middle School,2025-02-01T03:33:39
Test,User349,363756,test.user349@example.com,Elementary School;High School;Middle School,2025-02-01T03:33:39
Test,User350,189091,test.user350@example.com,Elementary School,2025-02-01T03:33:39
Test,User351,977207,test.user351@example.com,High School;Elementary School,2025-02-01T03:33:39
Test,User352,896938,test.user352@example.com,High School;Middle School;Elementary School,2025-02-01T03:33:39
Test,User353,631637,test.user353@example.com,Middle School;Elementary School,2025-02-01T03:33:39
Test,User354,249609,test.user354@example.com,High School,2025-02-01T03:33:39
Test,User355,348004,test.user355@example.com,High School;Elementary School;Middle School,2025-02-01T03:33:39
Test,User356,245524,test.user356@example.com,Elementary School;Middle School,2025-02-01T03:33:39
Test,User357,957343,test.user357@example.com,Elementary School;Middle School;High School,2025-02-01T03:33:39
Test,User358,611861,test.user358@example.com,,2025-02-01T03:33:39
Test,User359,601072,test.user359@example.com,Elementary School;Middle School,2025-02-01T03:33:39
Test,User360,619289,test.user360@example.com,Elementary School;Middle School,2025-02-01T03:33:39
Test,User361,391201,test.user361@example.com,High School;Middle School;Elementary School,2025-02-01T03:33:39
